Id,SalePrice
1461,123482.586
1462,164659.53
1463,189871.55
1464,194614.55
1465,171233.83
1466,174417.8
1467,169878.94
1468,166901.72
1469,175218.97
1470,125609.17
1471,184892.89
1472,97781.92
1473,102730.37
1474,156113.67
1475,119407.305
1476,413046.16
1477,266958.28
1478,277181.53
1479,276214.88
1480,479868.66
1481,364073.2
1482,201690.7
1483,180293.67
1484,163283.38
1485,185301.36
1486,195092.95
1487,367697.88
1488,227665.31
1489,210484.64
1490,216342.39
1491,191989.1
1492,93543.7
1493,184026.95
1494,283233.2
1495,278817.47
1496,244802.4
1497,176696.53
1498,158507.06
1499,163008.33
1500,158251.36
1501,190975.67
1502,147119.25
1503,304313.97
1504,231863.33
1505,226950.92
1506,190155.73
1507,254716.72
1508,199708.78
1509,164646.9
1510,150897.27
1511,146679.64
1512,162924.52
1513,169713.95
1514,167275.03
1515,194669.2
1516,151553.42
1517,157151.89
1518,130699.8
1519,243348.08
1520,135006.89
1521,133814.81
1522,151892.0
1523,117056.22
1524,124261.625
1525,121335.14
1526,105512.66
1527,101091.08
1528,131457.78
1529,150193.25
1530,168547.9
1531,100833.055
1532,99771.75
1533,143961.89
1534,119429.95
1535,156677.9
1536,105008.164
1537,66263.625
1538,153818.38
1539,159128.44
1540,101879.56
1541,143752.12
1542,141121.4
1543,226853.06
1544,82229.55
1545,114846.516
1546,129313.93
1547,125408.08
1548,132519.47
1549,117273.53
1550,146758.78
1551,114186.51
1552,141870.23
1553,161518.64
1554,118844.6
1555,165704.8
1556,63903.867
1557,113201.72
1558,90130.266
1559,65586.47
1560,129781.96
1561,130544.74
1562,121829.29
1563,124069.055
1564,156361.97
1565,140049.47
1566,206253.6
1567,74853.64
1568,226924.38
1569,155353.5
1570,131547.9
1571,114461.67
1572,153928.39
1573,257786.97
1574,114153.31
1575,224474.56
1576,232674.64
1577,200422.44
1578,148045.0
1579,136777.6
1580,186376.52
1581,156440.33
1582,126442.76
1583,340601.84
1584,227517.73
1585,140510.0
1586,72012.85
1587,98799.65
1588,155538.38
1589,100887.57
1590,129158.46
1591,92393.84
1592,122761.586
1593,125948.8
1594,143259.0
1595,117579.586
1596,251889.22
1597,193246.17
1598,206279.92
1599,176881.25
1600,161941.67
1601,61123.14
1602,118928.875
1603,92101.77
1604,267970.1
1605,243584.17
1606,156982.84
1607,147523.47
1608,206327.19
1609,188647.11
1610,153571.33
1611,135669.3
1612,173715.84
1613,162988.22
1614,131737.78
1615,84362.69
1616,65548.46
1617,90784.4
1618,123264.516
1619,144349.34
1620,147113.4
1621,135129.78
1622,154413.2
1623,292438.06
1624,200045.8
1625,116254.73
1626,158766.55
1627,193635.84
