Id,SalePrice
1461,95941.97635475818
1462,246339.12329416553
1463,18731.99697724674
1464,20025.30144329084
1465,69775.24421676829
1466,18823.108562959424
1467,28380.92221136014
1468,17990.116257444777
1469,19424.013745721793
1470,35939.58846101425
1471,18867.924503028455
1472,17316.614049262935
1473,17017.436503657493
1474,17369.817147393307
1475,16391.508622273715
1476,23924.047971603137
1477,21803.181141065
1478,23049.724634282018
1479,21811.18811115036
1480,29442.998691322162
1481,24487.440626910982
1482,19536.702513073516
1483,19205.46699911096
1484,18287.266908747642
1485,18469.755432729486
1486,18819.160053576295
1487,114322.29866165783
1488,20879.578463902457
1489,19395.48477233975
1490,97000.96761153254
1491,20200.325839153822
1492,44147.723574498035
1493,291737.1992268074
1494,261005.94227759918
1495,22151.997392082234
1496,18964.618979086106
1497,18384.36456809331
1498,18121.246884742875
1499,27882.22714380161
1500,18587.888270904034
1501,21563.995906467208
1502,17896.242388468203
1503,95257.61962724579
1504,21022.651256207624
1505,20326.1455502972
1506,20919.216946877215
1507,21253.467747327115
1508,30794.727951388046
1509,19619.744304547454
1510,20196.666045683694
1511,60271.06978177553
1512,92835.20862873593
1513,18869.91484496844
1514,19772.108784347394
1515,18942.587212150658
1516,71705.55358566502
1517,46441.207197192496
1518,19121.386671850796
1519,26632.850047600798
1520,56649.78902872209
1521,17814.43907136915
1522,76839.40911473874
1523,15798.226081231742
1524,17311.98310144981
1525,89692.60851173595
1526,18333.164643406435
1527,16842.330342797268
1528,60206.34567894441
1529,103009.20861125021
1530,210582.4126471585
1531,16987.82884781282
1532,63450.8924238406
1533,279056.66340442444
1534,15752.126109540537
1535,62379.15717131674
1536,134091.4727171772
1537,13665.288034019082
1538,105651.3213546551
1539,19025.906600910694
1540,25046.4203897365
1541,18703.76193845169
1542,16915.906796963944
1543,39600.38212100385
1544,29814.63967081937
1545,64284.1185442022
1546,16497.91519961354
1547,120329.65843537454
1548,34568.574773919354
1549,28608.125179152874
1550,15324.052856202503
1551,60448.19581241969
1552,145533.52446236977
1553,79012.97834377605
1554,55382.214356318575
1555,19341.316727573136
1556,101716.87483275328
1557,75840.82833565834
1558,30632.573075957
1559,98347.55259168892
1560,19178.865418416284
1561,19124.689417436366
1562,131778.10841242093
1563,16802.955642236593
1564,17812.377063375807
1565,127286.59525148683
1566,21627.38515431718
1567,15686.430265567542
1568,21613.757111833445
1569,212590.13495666403
1570,129855.52366425376
1571,104157.94962722842
1572,18308.33191612113
1573,19102.550486897282
1574,17341.2559687926
1575,116506.72352457453
1576,23060.75485340598
1577,18682.429805227148
1578,17975.963242640064
1579,18546.423898121164
1580,18828.278700967086
1581,186217.9075771297
1582,17226.6525951322
1583,23237.770109314628
1584,20584.61221714816
1585,18571.54214148361
1586,13589.08385053656
1587,35125.826809754646
1588,77550.33116822767
1589,74441.26279879965
1590,17415.533178368285
1591,15298.881066440967
1592,28812.839185009634
1593,75624.88750458868
1594,24504.933719275195
1595,16458.387720585662
1596,111695.62650924706
1597,21017.81044963034
1598,20048.99850795109
1599,18368.968349167317
1600,17659.92329441945
1601,13693.703448079892
1602,87741.34989614967
1603,107947.29142826692
1604,75883.26358641888
1605,21071.009559679052
1606,21244.874588394152
1607,20524.914835980915
1608,20015.74617915045
1609,18248.408069702262
1610,17598.358803335777
1611,18773.935272990628
1612,18933.286129728345
1613,19247.177630696726
1614,75195.22002521502
1615,16135.109795624423
1616,14754.809325009486
1617,38411.010346501214
1618,16119.800179631075
1619,162072.33414032613
1620,29823.090741277145
1621,17529.816501049056
1622,115520.61585262565
1623,166935.15302239446
1624,21610.4607249594
1625,17879.45250359984
1626,19896.48907298472
1627,19761.00173851432
1628,21710.389147226568
1629,27130.194956091258
1630,23694.53862813934
1631,20727.055631420695
1632,21464.73307278747
1633,17538.75499519579
1634,19545.806203754564
1635,18613.976947295978
1636,17912.495600098064
1637,93001.24940605601
1638,21582.869451863484
1639,20521.881089664646
1640,22651.760405663215
1641,18486.871930930294
1642,19565.81955898838
1643,19837.179212298503
1644,87351.9887234897
1645,235382.95209715873
1646,18299.033469642323
1647,18003.02774216344
1648,18314.592400176673
1649,19200.72193808872
1650,18161.69626641102
1651,17636.4160334907
1652,17866.546697998718
1653,89265.05797024524
1654,17628.62202073011
1655,167366.67624411892
1656,16864.188721483195
1657,17816.04977654175
1658,16992.50098139993
1659,17901.13338882779
1660,41025.718571983154
1661,25334.603597344907
1662,24392.982439055264
1663,24497.090854765236
1664,26889.59863670068
1665,23445.654515851747
1666,23159.867507698982
1667,24565.498430008418
1668,22877.771377264296
1669,21038.288626999903
1670,22994.413797304846
1671,23427.60835467953
1672,27604.514787728935
1673,22355.08476450309
1674,21931.237670438215
1675,19957.462951176913
1676,19416.82621125761
1677,20894.321873995734
1678,28154.95253317353
1679,25680.431851993846
1680,22871.062768413798
1681,21178.759547171034
1682,24862.523308363034
1683,20158.060007673088
1684,18614.37269573772
1685,18147.9669282787
1686,18234.95999008736
1687,17723.896230836475
1688,19839.904414920868
1689,19652.954216201295
1690,19288.349857602934
1691,18729.56659287876
1692,20901.39990812988
1693,45085.4422012107
1694,18309.335332559283
1695,17119.627203864362
1696,22031.333175799955
1697,17923.315137956397
1698,24268.428175653557
1699,392949.26937586983
1700,96213.82735417552
1701,23734.551098709275
1702,22942.144939422193
1703,22275.95892624236
1704,21674.525428754372
1705,20900.76859476794
1706,25599.439347322434
1707,20758.82571526683
1708,20442.328853434872
1709,22880.1931424235
1710,20693.946333024673
1711,21716.58979738942
1712,22368.32169847492
1713,21390.273194836183
1714,107881.11236128295
1715,19223.689205943465
1716,20728.97769739606
1717,19490.646779544782
1718,17663.866197585532
